node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
116,83382,135136,88474,109794,51220,94521,153390,64572,87064,91536,51457,51168,112649,35075,32875,47140,34024,128358,54099,83305,50000,14641,45877,29357,30632,66369,124361,26435,69222,2046133
117,74856,68879,156191,87207,80141,64341,69880,158891,71001,72834,40728,46764,63451,50644,83735,53554,64733,20979,30782,103999,25773,33346,84102,51268,65142,52016,141286,50212,71301,2038036
118,31411,88495,64937,53431,80824,73777,69001,79317,50695,65887,31208,86756,91923,44799,30000,66953,41228,35798,50000,90752,55243,30215,94026,52032,50630,62761,125739,59520,64562,1821920
119,87149,116504,80207,95935,58584,147746,181047,118983,136985,182557,169091,40047,59876,11713,77127,10000,71451,48886,63923,62250,66878,52927,95621,25158,38658,65342,190686,127440,74092,2556863
120,136230,45694,72309,77276,121858,144846,147327,124237,99962,172313,208442,49731,59253,26399,66728,41906,71593,30605,44932,49366,48926,64611,44945,64717,92427,107494,156327,10000,39656,2420110
121,63457,43348,35348,114777,63083,80037,84771,62716,81891,130243,137089,58497,47301,57743,62342,49224,91378,38488,30000,84269,57210,136239,56504,19587,25130,84483,147498,54187,33282,2030122
122,83312,43541,67117,88834,71407,67101,67093,76819,80190,145431,195673,60534,23393,41244,101441,50294,73466,55941,172317,93212,103758,0,48141,137754,20000,60906,135654,30152,58720,2253445
123,39491,86273,85206,50639,51210,93036,47269,63828,53824,60224,89655,72828,35226,27031,33422,77332,107624,54276,13340,26172,64540,58605,33296,42437,32848,31950,30447,30733,46402,1539164
124,43067,44786,67205,40000,63476,14251,47997,56327,29952,51254,145358,59570,107254,71005,71692,60040,41650,60326,22596,43294,76635,47086,36650,61332,19239,20000,63606,67421,42977,1576046
125,124219,41844,38889,55818,106077,109154,67030,82227,31612,41929,179180,44480,47773,35183,36622,49621,20000,66340,16606,36696,41440,35984,41179,105678,39236,53992,86161,118664,112739,1866373
126,61670,37467,60825,59111,74878,71076,41784,69071,39776,71407,121775,53092,28793,25882,54590,96627,44943,55182,30000,37478,108928,46624,56601,78693,96918,108672,71504,58615,28325,1790307
127,42681,36177,42668,62447,89271,30519,66875,32290,36679,76014,32679,74011,24285,32189,57144,26626,66092,23366,18440,39705,41217,51177,77800,69438,88692,26476,77985,74192,47948,1465083
128,98728,24467,46989,65253,48953,54900,68978,3315,38930,37189,46014,45461,45358,10305,68758,13342,50090,75612,41799,67790,119323,89417,40012,67632,64055,15273,67776,32444,26423,1474586
