node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
364,39543,38623,9887,19895,15214,20399,12558,26671,13096,15285,18928,20047,15887,17496,15197,16093,20012,14127,18916,14456,7978,19974,6715,11363,9496,16675,8328,14573,6822,21953,6880,37172,17228,10223,10199,11113,6933,7414,13191,9898,7457,15203,41668,13487,13224,8838,8451,744786
365,36875,18504,29603,10963,17378,12750,15230,8954,19791,25760,16490,5842,15908,11639,13178,8607,21847,10023,7472,4007,5977,14953,7554,13161,8804,9313,5737,4191,6115,4853,5758,31793,18836,3080,9956,14341,13019,4172,9416,12181,8759,9584,30670,14055,9764,6758,6245,599866
366,16971,25675,8860,8631,14136,9318,19850,9096,12738,8509,13499,14385,8895,7594,9549,6979,19936,8015,9512,8245,6474,3817,5820,14903,5672,11309,6255,3886,7076,8168,5129,25994,21945,7853,9309,16991,9058,4776,7327,6873,19511,11551,32241,12961,10015,6796,5109,527212
367,21676,17880,11823,6366,10938,5858,9116,5697,7836,10071,7298,6033,16142,11637,14605,10189,29007,6707,20558,6207,8421,4463,8976,7505,3447,7195,6050,6101,7031,6209,5313,6770,32084,16917,7414,6507,14631,12855,5683,8148,13420,15775,12694,9051,9019,9642,4806,491771
368,19857,17955,16589,9451,5669,9279,9455,7138,12966,10137,10567,8935,12714,6802,19072,10983,19997,6651,14655,7480,7456,6502,6792,4717,7065,10195,5251,3241,5528,4204,5632,31920,34632,12356,9065,10755,11103,11326,10059,8460,19085,13275,9543,39326,8467,9650,5707,547664
369,27905,59976,9041,8064,7597,5797,6524,5319,14996,6205,13337,9704,12896,7470,24351,4517,10992,6531,6914,6180,7959,7984,4001,7475,9045,4529,10586,3772,13815,6780,9820,31356,11984,6074,4355,4565,6852,15618,6371,5114,11161,8258,12846,5041,4993,7412,4913,486995
370,30882,46809,10465,40254,6673,4311,11783,2972,9065,1869,18703,8295,30405,8132,14739,20967,30614,4093,7950,4162,3871,6037,13780,3797,18177,3569,14689,4566,13395,3813,7672,38357,13046,6973,6077,5445,7987,15423,4884,5055,8797,4766,11557,5176,5580,3978,4541,554151
371,28517,21229,9727,7015,15523,5684,6255,2586,17330,9554,24297,9877,18052,6402,20282,18986,23133,6532,5830,5240,10725,2686,7773,1747,8175,2825,7436,4946,6178,5056,5064,46487,12256,10548,5617,5962,9141,13628,4285,2959,8772,12733,78990,5551,3700,10110,10065,565466
372,22017,87426,27634,53500,18583,45685,61886,38738,32438,34397,56605,39169,60507,44034,46754,39956,33060,21143,32861,13495,30185,15643,29831,11042,23582,13024,34636,9127,49400,9134,44101,39951,32422,9213,12964,9696,24032,13419,10767,14749,15881,96440,128236,13949,13807,16109,14145,1545373
373,36934,138863,22512,17881,54524,21476,22806,22807,53426,18995,82974,21898,62585,23989,56411,18236,14119,18885,21597,14552,18359,14423,18283,18459,21749,17256,22258,15343,63951,23133,24761,19687,9497,10830,17402,8745,11524,15633,13004,12175,10211,100994,105047,16399,12909,13673,19365,1400540
374,24813,18003,29959,22274,24305,11338,22042,22562,23959,16695,29924,11200,21963,17100,22945,21360,8416,19099,8798,15083,10006,16343,6603,12503,8231,10686,14737,7426,25146,9340,54863,8277,19819,9690,12061,8275,5351,19076,9928,7578,6432,12290,27084,8382,7446,7809,8023,745243
375,80187,20351,34435,12208,53941,16158,72902,13119,64848,18041,74521,16539,55526,16009,70034,40765,26053,15441,23399,18750,23607,18619,20311,16575,51172,21311,50091,16919,10863,18457,37166,8752,6604,10191,6884,7092,12999,7983,8828,7076,9028,89188,83022,9857,11440,9233,8395,1324890
376,26916,30628,9463,36911,12620,44393,12404,36550,12370,42530,11659,39603,13513,41909,12133,51005,21828,13615,35660,13585,12742,12460,19495,31184,13465,32895,13868,14019,9196,33517,13988,28342,6122,11925,8702,7617,8346,9433,8003,8471,9502,5868,111597,9420,13409,8973,9342,991196
377,27669,29182,14210,26119,12744,24782,13378,36746,15941,32341,10396,31939,12315,21297,15647,18696,23462,18408,14532,13262,19249,18796,19174,20245,16417,11099,17993,22832,18310,20876,19239,73532,18383,13444,7704,12061,12160,10300,10157,8522,16096,15494,53840,7962,17791,11227,9386,915355
378,51811,36923,12554,25144,14706,30809,10835,32998,13356,29427,8736,24817,14603,20413,15866,25542,14831,9364,17332,10941,8733,7282,15891,11179,11852,23678,17126,18296,11130,15887,13053,50232,6227,8009,6168,5809,5553,3497,5026,6988,9024,4899,46661,6868,5306,5687,6511,757580
379,50342,36589,10107,31197,10896,29620,11284,26077,8531,20372,11000,16928,11420,8571,14020,14077,14161,30048,13926,11464,8587,9413,8958,20986,11001,16194,18526,22445,13269,24713,15301,34847,7127,6745,5419,2191,3702,5702,7133,5524,6851,6195,76677,4921,3945,9105,6405,742512
380,45444,41700,10136,30457,10450,26360,9982,21307,6775,28472,12357,7549,10649,10745,6475,12156,8106,45318,12067,12111,9109,11299,6279,13924,6932,14301,7680,16554,9875,15764,6262,47063,3882,5073,4221,6836,3185,4640,4579,6877,7084,5163,34408,4820,8802,3597,3482,640307
381,50757,66924,50046,14686,36889,12819,27365,13696,38409,9419,13209,25706,12914,17773,11327,14745,22635,12295,46362,12044,13202,9983,23762,14960,20082,10834,19713,8006,18770,12165,28781,10874,41369,8057,7380,14625,8676,10885,7036,8914,14376,4049,71388,7665,10236,8775,7132,931715
382,58655,37437,50954,20766,31273,12256,24145,12619,10123,8101,10579,10192,8334,16210,16666,10767,19953,12963,48757,9192,13129,9216,14789,5656,12430,9062,13711,8816,36527,6057,27338,8582,42498,7800,7629,7397,8050,8113,6353,7331,11662,8246,46795,9081,20021,8001,6937,801169
383,95026,161136,43491,33035,34355,24342,13731,22161,8766,13954,13749,10627,19166,11733,19811,18006,24121,12632,117101,22549,28985,17897,28065,11848,28062,14962,60981,19291,48382,16449,37982,20884,39149,12961,12954,11491,16022,15385,12377,14760,23062,16706,61600,14441,20896,11817,12372,1349273
384,65264,60209,73166,20733,22091,26588,22360,17575,20821,30683,29630,45241,13339,37799,20746,27658,26546,29209,46766,66290,18924,37657,22610,34943,19089,58188,26300,36280,34271,31666,25468,25156,52956,16713,14895,16347,14404,16305,13688,16367,35991,14820,54076,16245,20649,23729,16301,1416752
385,60592,35198,14183,13247,15234,13698,14856,14909,33039,46101,10379,29802,15421,38770,13420,38730,13385,50813,44021,73985,15861,21663,16870,38347,28949,28112,27343,17615,19022,51568,25625,38185,30960,15230,16619,10916,11237,12757,9406,12824,10084,12224,62504,12470,11262,26216,14814,1188466
386,29856,50642,19064,20571,15990,17432,16056,15789,12061,19729,13518,13850,15646,15668,13608,13711,14197,67432,70419,101615,11825,60446,9038,49961,10232,31366,11258,62746,14730,44024,10559,59675,56648,16064,15766,12590,15771,22681,10791,10982,15254,14418,48608,12299,14459,14034,12665,1225744
387,26966,45845,12101,29649,27996,23660,8125,21721,12945,55648,11380,47733,12996,41585,12800,40245,12683,52573,52526,97542,18419,32398,14211,23782,26847,36249,42025,39211,37257,28099,32607,33959,44414,9897,11133,10026,11513,11224,9152,16208,16941,13772,47740,12681,12798,13408,10286,1262976
388,25229,62722,20258,46509,14047,38203,13217,36073,10836,42196,11626,35783,13261,33807,18589,104291,34375,41745,40955,98064,25395,29877,20747,38900,35914,32611,28490,40511,29544,42959,24496,47415,31558,14882,11910,8811,9195,11956,13621,10700,10625,16509,89991,13151,12197,14321,15082,1423154
389,25650,41599,17652,15422,11657,16482,12789,14741,9271,19279,12238,19267,12768,52355,17372,31077,17980,42498,34370,93236,22084,37101,16176,31837,41349,28398,24192,29072,24434,32785,22816,36096,29079,11467,6462,5883,9320,7923,9793,7978,8176,7375,38912,6434,7143,11848,6881,1038717
390,45379,20500,25028,14506,27450,11793,25286,7546,33843,18844,61736,26948,41947,25316,13492,27912,41877,54386,34114,64855,32376,24062,36891,58221,32767,35210,40323,32354,38179,30113,33832,41131,15686,16199,9700,11665,11919,10388,8551,10063,11569,20824,51353,11554,8100,9894,26176,1291858
391,31085,18306,14866,11044,13308,5482,15461,13758,28001,14031,22324,12784,10249,16850,21407,12468,16952,35975,53655,21818,31891,28893,33736,41289,37620,33764,38894,25328,24411,21046,52487,22049,29975,13700,12993,9261,7933,12815,12202,6439,7192,8026,37388,10114,9965,10785,11962,981982
392,34370,21133,17702,13626,18215,14904,9631,14192,22913,19554,10916,16111,17740,16240,7619,17575,14544,36882,37137,25202,25418,19802,38657,26081,32884,32162,23269,25778,32013,14170,32590,19066,34021,3786,5838,4921,3689,2033,3518,3534,4986,4745,35801,5921,5492,4120,5162,835663
393,11407,18331,12078,12599,10862,14909,6501,9453,8776,10229,21651,12849,19659,9607,8422,7990,12699,11774,21716,10334,6670,9086,11486,9210,13620,10180,9617,16473,8101,13409,8906,20462,28422,8048,13721,4868,7933,4193,11567,9092,3597,6573,32399,6866,6461,9560,5525,547891
394,26649,21602,8461,11687,6404,9716,7643,13433,18990,12982,10967,15019,16079,12843,14465,11348,10024,10365,36488,13837,13054,8189,7735,9553,9953,12596,12129,14800,9684,18864,6018,39390,17425,10068,12061,11472,11600,13392,9928,9319,10128,16342,32426,8482,12082,13546,8878,648116
395,35611,32386,11261,18176,11242,11907,14768,15271,18448,12811,15807,11453,17317,13625,13973,10689,24789,12107,12633,12415,13463,9953,6128,9886,6060,16582,10052,11967,6296,12491,5992,36520,24510,10435,14833,8748,12310,12761,12775,10754,9039,18588,35884,15323,11738,12559,9857,692193
396,32975,35707,21426,14079,15719,16829,6576,18993,21772,20061,15436,18094,12753,17497,10701,15999,19166,17924,7271,14908,12236,15328,8898,9335,11704,18846,12507,15168,4373,15063,9040,30421,19618,7243,13504,12841,11373,6933,7340,13047,14829,12310,36010,14459,11428,8931,7527,714198
397,12487,12674,5620,8805,11166,8334,13452,3904,12337,10222,10064,7752,6692,5678,12560,7554,24813,5430,15363,5580,8206,14485,6313,14075,3398,4279,5298,4129,7365,3697,8538,29749,12556,6854,3299,14086,9060,3170,3812,9442,11931,10317,25072,13202,7626,5090,5126,450662
398,15123,21174,16700,9282,12058,13993,4180,5873,12753,7690,5972,12680,16178,8634,11367,8509,23116,11597,21828,8310,5508,8121,3748,5603,11933,6298,17243,8129,4262,12818,5093,11174,28803,18608,4118,5846,15952,8368,5051,4970,8666,8357,9382,7506,8485,6075,5545,492679
399,20554,12793,11765,3000,3448,5599,5520,5611,10852,14448,14943,11695,12765,8852,12845,11242,17175,10448,20001,9533,6685,6258,3700,7825,3576,5610,4986,11123,3915,7588,6763,4850,46196,28537,5154,6752,17752,12904,5880,7023,17770,8144,7143,18562,6371,7333,5310,496799
400,48411,18285,8967,4128,9224,4143,9299,4843,16601,12475,10728,6481,16406,11503,14044,12027,15026,5365,8378,7610,5583,6405,5008,4378,9234,6002,9096,3014,8016,7279,7691,36888,18460,12892,9882,8279,9351,12128,8618,7876,15303,10792,11528,4542,6965,8087,9083,506324
401,24266,51402,8067,3776,4178,5563,11061,2712,8361,6146,19717,10935,24754,7218,12435,10046,14648,5990,3955,6776,6767,8959,10642,7791,13974,3835,8173,3722,8489,5213,4941,47659,15859,8217,7328,5666,9410,11957,5966,5120,12016,9311,10225,5855,6746,7279,6340,499466
402,26049,41821,9013,43209,17561,4861,13217,5514,18149,10126,38163,9433,6902,10888,11314,8612,14157,10733,7031,8869,18880,13709,22710,17483,15125,13816,11867,9595,8687,11161,6611,59585,14223,5653,4947,5963,6812,22628,5342,7587,7755,13272,80897,8064,5137,7434,10042,730607
403,16107,93945,18085,96386,18447,44896,94741,42431,43660,60928,51120,57448,52811,45739,38352,48289,35582,26536,40509,24648,37035,21007,34563,20791,35087,13132,46097,13071,45674,13482,45502,42126,23605,9077,15996,14685,28123,11557,11630,12707,17400,81199,117138,14937,13180,14970,13615,1718046
404,34764,61921,17549,34680,24817,42155,14479,36008,25954,26353,38331,35681,35460,30411,31222,34357,38023,17987,30941,14503,29793,16542,24019,13913,25947,12488,24227,13235,33357,33647,19053,15411,9880,8978,9914,8729,9598,10536,12030,9346,9145,52836,97000,11370,12976,10707,10923,1171196
405,28448,28858,20618,21121,16675,18810,8806,23754,19008,13915,21874,11025,16416,11200,11148,17042,8916,17816,7451,16672,12289,16184,9152,11777,8064,11695,13369,7070,16010,8550,49020,8902,15348,10118,9322,4494,5560,14332,8731,5604,7136,11566,27311,4196,5167,6580,7142,654262
406,70351,24028,25564,13637,44201,13614,60225,15719,59882,11844,49741,17876,37653,23915,65048,50503,17960,16245,21329,19831,20911,18040,16030,17366,42531,16167,39052,15920,11288,19664,40183,9204,6360,8756,9404,8650,8799,9735,7960,7543,6889,70334,60013,11291,15085,10178,11934,1178453
407,30078,28465,11776,44000,9247,40461,11142,34525,8148,40942,11251,36491,8851,41986,11384,43128,17562,10096,31464,9691,9048,7625,16122,36082,11883,32740,9178,12287,15764,32178,15063,32769,8440,12780,8758,8510,8708,12758,8129,10802,11456,7548,89750,10130,12089,13996,10638,945919
408,25861,27299,9901,23367,12545,28226,12923,29993,10107,33596,11664,24618,13656,25559,11557,15840,23044,19046,8949,16463,11409,18291,17472,21745,14537,11231,21161,15661,11686,21031,17653,60268,18060,14461,7375,11356,9724,7307,10931,8330,14604,9148,95884,9814,12008,10654,14886,880901
409,26954,34510,9115,23519,11029,27455,10303,22905,13705,33316,10204,22828,11177,18178,12652,27717,18038,12997,17888,13414,15699,8953,18108,14706,15316,22871,16431,22748,19160,25447,18377,46301,6443,5437,4541,8790,10138,4683,6726,6471,10092,5236,43909,8957,9381,7007,8483,768315
410,51351,38487,13107,34071,9921,32155,6047,26226,9104,26805,9009,21225,8879,7542,8497,17034,15460,28689,15540,14733,7544,9526,15979,15801,15757,16750,16357,21768,7241,25741,10548,53709,6227,4648,6775,4174,4524,9657,7273,7784,8279,4342,67334,6186,6626,7811,7901,770144
411,50422,38239,10666,29171,8132,20556,10068,23542,10116,18990,6963,4153,9808,8209,8834,11876,12232,46452,11603,13833,9017,7453,10979,13112,9662,13553,9570,18046,7451,16175,7068,44122,4089,4490,1784,1620,5477,4903,5960,2231,8482,3260,11075,7743,6065,6327,5472,599051
412,47640,60153,41844,18068,29736,17314,30387,11630,34331,22471,12598,18410,14406,13049,17523,10890,19634,14781,30473,11924,10901,16060,15966,12097,20264,12244,16206,12799,16020,15244,21195,13814,38821,7090,8418,7347,8347,10904,5495,9426,11417,8753,76125,7326,11892,9209,11163,891805
413,53680,32352,45955,13871,23588,8836,24405,10689,12407,8376,9912,16171,12923,15373,15220,9987,18524,10336,48193,9455,14712,9388,16863,9686,15093,10326,11744,9516,31680,8185,21927,9446,56181,6005,10751,7789,10789,5470,8034,9910,12507,19856,42934,10207,19918,8295,8805,806270
414,100202,85925,49453,28318,33915,21156,9514,11764,17588,9266,14403,11636,21471,19453,16705,19827,27015,12591,93030,24278,26252,10137,24836,12930,27839,16384,59579,19015,39087,16938,32722,13149,35252,8602,12748,12256,13625,8441,8433,10248,21412,16320,55716,12305,15535,14927,12229,1184427
415,62447,40189,65225,26179,27263,24468,19460,18034,23886,16106,26741,41255,13043,27419,22786,11463,26944,8016,82185,19671,49213,20685,39885,14372,57265,15361,37290,24108,33170,21482,24634,25619,55880,18619,15398,14740,17236,18866,15788,13490,29104,21107,52205,20712,14847,23600,14785,1312241
416,56224,49371,18805,22320,13078,18405,13191,16342,15274,41518,10995,61248,8988,73377,12781,76501,10794,67921,104424,82679,20012,29329,19181,36054,55478,34376,22508,23455,43596,50114,25322,35132,37474,11190,11680,14206,14072,14216,14458,7651,9688,10229,66860,13994,13073,24609,10429,1442622
417,24823,53749,15571,23690,14844,19682,20514,25393,11187,50696,16771,44583,18586,47233,10310,48097,12609,59701,52334,80497,17735,54563,31819,38615,46102,26430,34046,55318,25383,40737,30213,50946,34900,10788,15341,10413,15276,20452,10174,13274,18892,10358,53081,11836,13386,14044,12202,1367194
418,20927,47077,8515,24705,25867,19928,12747,18433,17376,19747,12129,15713,9655,16047,13525,16207,14267,71908,59559,79265,13780,33204,12836,21369,13069,32285,11838,38505,12494,29322,12110,37968,51295,12644,13908,12462,11864,10573,10359,13139,15166,17212,59895,15955,12809,15182,12215,1077055
419,14696,37381,18420,28038,12596,23420,13306,19478,12112,43691,8972,37099,9016,38159,9325,36479,32556,35564,37654,80643,17450,38438,32995,37239,26485,31379,28889,36981,29964,39233,33265,41504,32180,8980,11984,11169,10374,9771,11405,8187,11028,13605,77212,12511,14748,9010,9603,1194194
420,27017,57807,7818,33169,6698,35030,12909,30377,10617,39908,16297,27425,14900,69734,31704,28239,25348,48741,28663,63434,16634,27717,31409,26591,23970,30572,27186,26476,25492,31475,12989,40279,44415,12876,7650,8937,7474,5872,7772,7055,9693,9023,48583,8083,8772,8849,7974,1139653
421,47683,16357,28415,12711,19082,11912,32398,9694,26512,14779,53517,25974,31291,31019,12852,22794,37394,37547,38532,34084,49387,48681,38731,31743,36710,26297,40040,27149,35597,22199,28818,44694,14019,19934,7576,6472,10961,10437,13637,9956,11786,15874,61998,9573,11168,7612,26749,1212345
422,28078,15034,10577,12074,14691,9885,17432,10657,32590,17573,26362,17759,4144,16988,19317,14831,18100,36467,59647,37226,33510,70775,32510,41826,33704,31178,31687,26324,27354,23080,35350,21841,29539,8895,10938,9073,4986,11920,9519,8920,6505,7808,41024,10376,7973,8889,10384,1015320
423,29496,14878,18923,9154,13190,11015,8534,16972,16447,15428,8215,16786,18513,13944,9794,13039,21895,29856,28705,16029,28073,18385,25860,22591,29884,16317,25101,11039,29913,18072,29686,11976,33219,2717,8233,4443,5291,4182,10350,7103,5954,7429,51925,6108,4934,3917,9400,762915
424,6786,10643,5892,17623,12387,5675,13863,6947,10037,10111,22392,7512,11790,8523,3426,10780,7474,20126,28489,14773,8571,13413,12872,11496,5336,19516,11114,11384,10288,7588,9501,12077,41450,4347,21673,3112,3384,2137,9555,4139,3472,3010,24172,6943,3404,3227,1516,503946
425,16359,19385,15039,9559,6709,8548,11589,9371,12283,10598,14133,13502,14180,12270,5468,10277,10879,8961,21520,7071,15632,7170,8936,8451,6075,12266,10239,20396,7617,16237,5277,31124,15377,6300,19252,8178,6529,7139,12812,6094,6794,12565,18779,9616,7029,5307,7169,536061
426,28660,24559,6990,11772,7897,11295,10546,15207,16082,14742,20796,13010,13089,11920,13942,10390,19155,17658,11176,13995,10474,14647,13012,13696,8571,15029,9226,19655,9920,39618,5693,36655,21605,14182,10582,13834,12479,11270,14929,11281,17887,16884,32690,15942,14308,9317,14622,720889
427,16564,26839,16061,15401,17763,10506,10538,16224,19830,15969,10632,9412,10488,9997,9953,11336,15842,18290,6323,16910,11183,11158,5215,12991,9563,18248,4507,19981,7356,13487,7795,34006,25913,9144,16570,10898,11424,8783,13006,10812,14058,16069,34668,18729,11409,9235,7451,658537
428,16661,20615,12710,16457,8053,10431,12412,8707,9130,11102,8780,10097,5439,10465,17746,13935,14620,9097,15080,14746,5951,14322,6066,10932,10448,9805,6717,10316,7649,14741,9185,30497,18636,6707,8781,11337,8743,5821,6397,10506,23042,12643,35722,11753,8188,7955,8118,567261
429,13624,14875,14865,9017,12808,8519,7412,6237,13615,9634,4973,7666,11925,7298,10811,5648,22523,6432,34904,10664,3809,5950,14391,5474,14471,5308,5885,4192,4883,8516,6525,9027,33453,14331,4590,8015,12260,7733,7422,4160,8462,12863,11232,8025,8974,5502,5246,474149
430,16238,9418,11216,8381,5304,6499,4662,7343,8455,9548,11877,12075,8097,11681,14498,7685,20893,8478,16162,9539,5641,7635,3530,5778,11810,3981,11590,10935,6920,7693,6539,7537,23382,23934,6717,4378,7696,10003,5135,4116,14239,10488,10914,31267,5565,5066,3075,463613
431,26065,13426,9769,6863,8724,3941,5615,6471,13706,5953,14528,7718,12630,5521,21682,10489,12954,7744,26751,10102,7265,8805,4372,4331,3121,9245,2544,7721,3498,4279,4965,6045,41756,9216,6511,7577,5206,11016,7879,4810,11514,8529,8723,6326,5651,8014,4088,443659
432,19653,16717,8501,7320,4800,5919,13354,6489,12211,12821,14720,10293,15181,8795,6001,7010,13457,6017,4043,9396,3929,7164,6060,3718,7908,5171,4715,5385,3899,7297,2906,44032,18910,6501,4932,6954,8472,10636,5579,7484,8435,7896,15782,3829,5145,5150,5019,425606
433,23616,57745,11023,3816,11792,5449,4755,5941,22825,8256,28751,5806,10880,10125,10462,10059,14078,11699,4983,8199,12382,12693,14030,10201,13892,3073,11657,8674,6563,5746,6859,42211,10213,8080,6488,4602,7209,13017,5047,4701,6165,12528,63648,4682,7392,10085,12285,594383
434,16679,106290,18877,47242,19050,50463,154299,59201,28624,51803,66294,70777,55331,46764,46652,44610,46464,24404,29167,19868,34049,18285,45946,17255,45504,14064,38876,13993,43473,13674,38310,40323,28289,10550,12844,14823,21327,17379,14759,14773,14788,80164,116005,16800,18442,15742,12670,1775966
435,23956,115384,19765,123115,28983,38313,17614,39593,29070,51672,39821,46324,30723,43466,34122,48128,37636,28599,45837,15033,30459,17817,34101,17076,33302,15634,30150,14408,28457,38576,32668,26353,16639,12139,19073,12440,12787,12594,17089,12833,13388,73738,109086,16728,18078,12427,16836,1552030
436,28723,23919,15432,14454,13945,13537,11276,8917,19769,9247,17997,5098,13194,5401,14989,11904,5821,16468,9560,13771,6248,19113,5567,10815,4745,11565,16016,8042,13345,5666,33981,6041,15933,6962,6481,10174,3942,8872,6431,3485,4903,12425,20655,3039,4929,5938,7110,535845
437,59453,119093,16448,23048,44027,16980,55367,22572,53734,18113,52445,25098,38557,18869,66392,19399,16318,23424,19927,19963,11834,18346,18759,17286,52552,18498,39124,19474,8960,20082,48500,9953,8963,10045,12342,8225,12792,9964,10722,8869,11792,55940,50791,9082,10927,13273,8136,1254458
438,30219,22991,10238,33186,10959,33215,11205,32092,12682,44290,12867,27814,11003,36080,11300,45581,29597,9609,28019,11368,10047,9815,14275,39408,14150,30855,13101,10766,13747,32890,16284,25924,9805,11425,8025,9111,11071,9851,8313,11436,10733,10119,91038,10580,11878,12028,10712,931702
439,30898,21749,11016,24439,10666,17813,11151,26574,8910,25549,11058,27230,11934,14700,8827,14881,22683,14650,12475,17367,14759,12891,18369,17377,12628,9467,16725,19461,17080,22701,15922,37877,14757,11719,6982,8512,9834,10916,8847,8894,15895,6262,37836,9815,14407,10758,11241,746502
