node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
195,26820,21716,21927,21812,21729,22510,22098,23219,21663,20895,20478,21687,21704,27319,18864,16420,16033,20629,17669,405192
196,34628,175155,77430,77216,122576,97555,116397,95947,83985,92717,86697,116960,114011,49428,105426,119606,32313,26764,84942,1709753
197,141745,31998,38385,81799,66308,64080,66766,39420,48503,57250,86080,79858,130190,13260,45522,25909,34221,51376,25040,1127710
198,33945,34975,72660,64903,57109,63302,38276,45346,54488,65440,78284,44966,55798,65395,35181,30337,25347,19546,18806,904104
199,45094,86403,81672,73129,85194,80525,73554,79710,116062,109059,60168,66781,82140,77851,87104,26953,81791,22789,93548,1429527
200,87415,75973,76224,67958,63650,83735,89774,104353,134893,72525,56248,111026,79216,16320,46713,115510,90471,15814,80717,1468535
201,86023,79157,93398,94246,66384,60306,70312,124308,88518,72828,83766,61465,57404,16706,72115,78416,29667,18969,82588,1336576
202,68579,72395,54171,78551,90831,69418,130695,109319,95316,77388,70265,66875,62785,12715,55772,37989,76786,22272,105072,1357194
203,45942,42656,61219,50250,43676,72699,50536,32165,39238,37978,32770,36066,25778,10185,57622,21284,22652,36054,21360,740130
204,31742,44969,32164,32521,60791,49495,24909,34928,32128,46374,25253,26579,32694,36206,29938,19889,38464,35491,35326,669861
205,47634,49833,55051,100933,67887,78589,75164,40252,55513,54807,49405,60676,57384,32254,28040,48913,53059,32636,81847,1069877
206,28591,41499,45013,32899,23448,27969,24329,39673,26497,26958,26109,25315,23405,21077,21167,33338,30775,20550,19056,537668
207,187521,122502,118952,77892,86045,80834,81266,91178,86224,88312,78655,73468,72407,190865,114837,179369,69695,108954,61701,1970677
208,58561,29051,30508,40417,35593,35305,25236,49844,26724,40749,40046,46951,54892,25807,30895,39748,24952,23862,51709,710850
209,21176,55055,76459,53138,47934,48309,109597,37913,59202,55430,65707,64834,51987,26511,70777,73656,45496,21304,94211,1078696
210,147146,37915,87087,73499,42966,35475,40526,45602,77607,73096,71323,59445,76679,15875,71923,27820,49769,33642,36833,1104228
211,71320,40282,42387,74892,50633,107417,66135,49514,51516,66463,46860,43764,50313,50277,38309,32508,37373,28008,47310,995281
212,43421,107012,123756,73692,59148,102982,96824,107682,131854,87101,85877,89347,116669,73472,131382,45178,51780,45819,69803,1642799
