node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
194,62099,88939,85423,76513,67448,59278,70938,62043,55879,53881,54830,47375,54586,56921,48197,39345,47879,34534,32014,1098122
195,49605,71218,69041,62278,58052,62319,54157,55786,52673,53399,52094,48898,52768,44334,47005,43986,43382,42467,46698,1010160
196,112168,79088,83467,74898,65040,59540,52625,51931,50994,51809,51164,47217,47209,73864,62197,58237,52075,58690,60118,1192331
197,74877,70838,60444,70672,73249,63089,56109,51895,62962,51429,46417,45351,40136,42974,54761,50934,43531,46001,43011,1048680
198,87069,75361,68195,66277,61879,56538,58997,57471,51947,50281,48560,43989,48098,49326,67260,47222,42558,41340,42281,1064649
199,55050,82896,76105,65658,59362,58473,57041,54362,52520,56651,41255,48657,39888,47322,57953,53336,38105,39548,39581,1023763
200,63895,78181,82971,70542,64429,61144,62462,59821,53887,50635,45965,52564,45120,41053,47527,52523,52770,43414,46273,1075176
201,93452,80376,76926,71983,63653,57369,58474,55389,58626,51822,50712,51401,53159,38070,46535,48066,49831,51509,41477,1098830
202,72283,77818,74499,64547,72173,55768,60998,60708,56238,59037,53259,53287,51930,41780,44378,42296,41275,48473,43455,1074202
203,84977,68143,71387,66010,62624,62934,58070,55912,55541,56171,50009,50410,51147,42237,51216,43155,35512,45956,40555,1051966
204,75657,66370,74598,74272,68937,64009,63121,60509,55277,53663,46767,49205,48242,56690,43919,33928,38437,41314,41024,1055939
205,63383,73213,72833,68190,68342,61915,56634,53575,53473,59519,51869,52400,45038,43440,39515,36665,35722,34643,39832,1010201
206,64297,82299,71914,69288,64610,64445,60095,57400,58476,48455,48130,47187,47137,50479,42133,39332,35337,40827,34862,1026703
207,69345,77052,72545,59511,66332,58981,55001,54420,53530,51863,46657,45707,52211,54655,40239,39910,40565,30415,32419,1001358
208,50009,48865,57971,60960,60769,53882,53869,55278,52993,51892,47712,44266,39641,49423,43971,40834,44514,47447,49525,953821
209,132392,78787,79646,72922,54389,62025,62316,55309,54048,52121,48764,48752,43622,65851,66191,61025,59159,55298,63228,1215845
210,79361,73140,65068,60612,57703,60895,55862,51349,50573,52882,51782,49900,45079,39839,47911,44914,45028,38839,41992,1012729
211,91014,73309,66095,54702,56198,62011,52739,56573,56207,56660,53958,50890,46368,52085,48200,47772,35074,40810,40362,1041027
